C5orf42
SLC26A2
SLC26A4
SLC27A4
SLC30A5
SLC34A1
SLC35D1
SLC37A4
SLC38A10
SLC39A4
SLC39A13
SLC39A14
SLC40A1
SLC44A5
SLIT3
SLX4
SMAD1
SMAD2
SMAD3
SMAD4
SMAD5
SMARCA4
SMARCAD1
SMARCAL1
SMC3
SMG1
SMN1
SMN2
SMO
SMOC1
SMPD3
SMS
SMURF1
SMURF2
SNAP25
SNAP47
SNAPC4
SOCS2
SOCS7
SOS1
SOST
SOSTDC1
SOX2
SOX5
SOX6
SOX8
SOX9
SOX11
SOX13
SP3
SP7
SP8
SPARC
SPEF2
SPG7
SPI1
SPNS2
SPP1
SPRED2
SPRY4
SPTA1
SPTBN1
SQSTM1
SRA1
SRC
SRF
SSBP2
SSBP3
STAG1
STARD5
STARD10
STAT1
STAT3
STIM1
STK36
SUCO
SUFU
SULF1
SULF2
SUMF1
SUPV3L1
SUV420H1
SUZ12
SYK
SYNE1
SYTL1
SYVN1
T
TAB1
TACC3
TAL1
TAPT1
TARDBP
TASP1
TBC1D2B
TBX1
TBX3
TBX4
TBX5
TBX6
TBX15
TBX18
TBX22
TCF4
TCF15
TCIRG1
TCOF1
TENM4
TERT
TFAP2A
TFPI
TGFB1
TGFB2
TGFBR1
TGFBR2
TGFBR3
TGIF1
THBS1
THBS2
THBS3
THRA
THRB
TIMM23
TIPARP
TLR4
TM7SF2
TM9SF4
TMEM8C
TMEM64
TMEM67
TMEM107
TMEM119
TMEM132A
TMEM189
TNF
TNFAIP1
TNFRSF1A
TNFRSF11A
TNFRSF11B
TNFSF11
TNIK
TNMD
TNNT3
TNS3
TOB1
TOB2
TOP2B
TPH1
TPO
TRAF4
TRAF6
TRAFD1
TRAM2
TRIP11
TP53
TP53BP2
TP63
TP73
TRPM6
TRPS1
TRPV5
TSC1
TSHZ1
TTC21B
TTLL4
TTN
TULP3
TWIST1
TWIST2
TWSG1
TYROBP
TYRP1
UBA2
UBE3B
UCHL1
UHRF1
UMOD
UNC13D
UNC93B1
UNCX
UROS
USH1C
USP1
USP14
USP38
VANGL2
VCAN
VCP
VDR
VEGFA
VHL
VKORC1
WAS
WDR1
WDR19
WDR35
WDR37
WDR48
WFIKKN1
WHSC1
WLS
WNT1
WNT3A
WNT5A
WNT7A
WNT7B
WNT9A
WNT16
WWOX
WWP1
WWTR1
XBP1
XIAP
XPNPEP1
XYLB
XYLT1
YBX1
YIPF1
ZAP70
ZBTB16
ZC3HC1
ZCCHC14
ZDHHC13
ZEB1
ZFAND5
ZNF521
ZIC1
ZIC2
ZIC3
ZIC5
ZMPSTE24
